Campaign_ID,Measurement_ID,Campaign_Title,TX_ID,RX_ID,TX_Latitude,TX_Longitude,RX_Latitude,RX_Longitude,TX_RX_Separation_Distance,Measurement_Number,Track,Step,Rotation_Number,AOD_Azimuth,AOD_Elevation,AOA_Azimuth,AOA_Elevation,TX_Height,RX_Height,Carrier_Frequency,TX_Antenna_Gain,TX_Antenna_Azimuth_HPBW,TX_Antenna_Elevation_HPBW,TX_Antenna_Polarization,RX_Antenna_Gain,RX_Antenna_Azimuth_HPBW,RX_Antenna_Elevation_HPBW,RX_Antenna_Polarization,Environment,Environment_Setting,TR_Separation,Pr,Total_PL,PL_wrt_Free_Space_Reference_Distance,Free_Space_Reference_Distance,PLE_wrt_Free_Space_Reference_Distance,TX_Power,PN_Chip_Rate,Noise_Threshold_Before_Processing,Number_of_Multipath_Component,Multipath_Time_Resolution,RMS_Delay_Spread,Maximum_Peak_Delay,Maximum_Excess_Delay_10dB_Down_from_Max_Peak,Maximum_Excess_Delay_20dB_Down_from_Max_Peak,Measurement_Date,Calibration_Folder,Raw_PDP_Filename
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,1,1,1,10,90.0,-4.0,210.0,0.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-56.43868892894983,102.29868892894984,53.264830250445954,1,3.32297144925119,15.86,500000000.0,-61.25084084935887,1,2,0.5083895161309768,0.95,1.85,1.85,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_10/IQsquared_L1_RX1_Meas1.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,1,1,1,11,90.0,-4.0,240.0,0.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-43.71809377457976,89.57809377457976,40.54423509607588,1,2.5293863703782336,15.86,500000000.0,-61.20861655962986,2,2,1.1355840641879082,1.8,4.2,6.6,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_1/Rot_11/IQsquared_L1_RX1_Meas1.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,0,90.0,-4.0,270.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-43.57464097121681,89.43464097121681,40.40078229271293,1,2.520436946008555,15.86,500000000.0,-60.95020124527856,1,2,0.8857703439511831,2.15,4.15,4.85,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_0/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,1,90.0,-4.0,300.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-53.44409119006028,99.30409119006028,50.2702325115564,1,3.1361509385777544,15.86,500000000.0,-60.77363154766297,1,2,0.6984873971074361,1.35,2.7,2.7,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_1/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,2,90.0,-4.0,330.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.95324144797786,174.81324144797787,125.779382769474,1,7.846853090156986,15.86,500000000.0,-115.94294149133805,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_2/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,3,90.0,-4.0,0.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-129.20722652282507,175.06722652282508,126.0333678443212,1,7.862698163693969,15.86,500000000.0,-116.19692656618524,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_3/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,4,90.0,-4.0,30.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-129.4089047642626,175.26890476426257,126.2350460857587,1,7.875280031224211,15.86,500000000.0,-116.39860480762276,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_4/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,5,90.0,-4.0,60.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.90602151353755,174.76602151353757,125.73216283503368,1,7.843907234641389,15.86,500000000.0,-115.89572155689774,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_5/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,6,90.0,-4.0,90.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.59127972359613,174.45127972359614,125.41742104509228,1,7.824271802087789,15.86,500000000.0,-115.58097976695632,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_6/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,7,90.0,-4.0,120.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.6359379561747,174.4959379561747,125.46207927767084,1,7.827057843667849,15.86,500000000.0,-115.62563799953487,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_7/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,8,90.0,-4.0,150.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-129.0282802947715,174.8882802947715,125.85442161626764,1,7.851534452029493,15.86,500000000.0,-116.01798033813168,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_8/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,9,90.0,-4.0,180.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-129.32592049370052,175.1859204937005,126.15206181519665,1,7.870102987375238,15.86,500000000.0,-116.31562053706072,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_9/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,10,90.0,-4.0,210.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-55.38553363181629,101.24553363181629,52.21167495331241,1,3.257269466018584,15.86,500000000.0,-60.905036835709424,1,2,0.5907127433675481,1.1,2.2,2.2,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_10/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,2,1,1,11,90.0,-4.0,240.0,-30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-62.17040246755681,108.0304024675568,58.996543789052936,1,3.68054924222497,15.86,500000000.0,-60.91792893401134,1,2,0.2007836336257583,0.15,0.65,0.65,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_2/Rot_11/IQsquared_L1_RX1_Meas2.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,0,90.0,-4.0,270.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-42.00759221814023,87.86759221814023,38.83373353963636,1,2.422675285235881,15.86,500000000.0,-60.964590258571775,2,2,0.8693882072524851,1.95,3.45,7.35,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_0/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,1,90.0,-4.0,300.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-50.58774088453379,96.4477408845338,47.41388220602991,1,2.9579551108675,15.86,500000000.0,-60.726989394320455,1,2,0.6638632537162793,1.45,2.9,2.9,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_1/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,2,90.0,-4.0,330.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.77264154137032,174.63264154137033,125.59878286286646,1,7.835586212358399,15.86,500000000.0,-115.7623415847305,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_2/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,3,90.0,-4.0,0.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.5923808580776,174.45238085807762,125.41852217957374,1,7.824340497292984,15.86,500000000.0,-115.5820809014378,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_3/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,4,90.0,-4.0,30.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.32016707821418,174.1801670782142,125.14630839971032,1,7.807358210588497,15.86,500000000.0,-115.30986712157436,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_4/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,5,90.0,-4.0,60.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.65681868180027,174.51681868180026,125.48296000329638,1,7.828360505382288,15.86,500000000.0,-115.64651872516046,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_5/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,6,90.0,-4.0,90.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-58.62068160989379,104.4806816098938,55.44682293138992,1,3.459096906652627,15.86,500000000.0,-60.65391681722858,1,2,0.3449923325777965,0.45,1.2,1.2,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_6/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,7,90.0,-4.0,120.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.75577168368784,174.61577168368785,125.58191300518398,1,7.83453377203017,15.86,500000000.0,-115.74547172704804,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_7/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,8,90.0,-4.0,150.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.97954999025097,174.839549990251,125.80569131174713,1,7.848494370800028,15.86,500000000.0,-115.96925003361116,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_8/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,9,90.0,-4.0,180.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-128.56785840174578,174.42785840174577,125.39399972324188,1,7.822810643130808,15.86,500000000.0,-115.55755844510595,0,2,0.0,0.0,0.0,0.0,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_9/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,10,90.0,-4.0,210.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-56.997959675858766,102.85795967585877,53.82410099735489,1,3.357862027436487,15.86,500000000.0,-60.87933088195986,1,2,0.4896184952282569,0.75,1.75,1.75,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_10/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,3,1,1,11,90.0,-4.0,240.0,30.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-47.24952406008153,93.10952406008153,44.07566538157765,1,2.749697633148945,15.86,500000000.0,-60.89969261707486,1,2,0.7867429336421481,1.75,3.7,3.75,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_3/Rot_11/IQsquared_L1_RX1_Meas3.txt
12,1,7_GHz_and_17_GHz_Outdoor_Spring_2024,1,1,Not Available,Not Available,Not Available,Not Available,40.08,4,1,1,0,90.0,-34.0,270.0,0.0,4.0,1.5,6.75,15.0,30.0,30.0,V,15.0,30.0,30.0,V,Outdoor,LOS,40.08,-42.41890905391404,88.27890905391403,39.24505037541016,1,2.448335633639249,15.86,500000000.0,-60.90716539391612,1,2,0.8996850247979005,2.0,4.15,5.05,05.16.2024,1,ID12__7_GHz_and_17_GHz_Outdoor_Spring_2024/ID12_1__6.75_GHz_Outdoor/RawData/Locations/05.16.2024/6.75_GHz/L1/RX_1/RX_Sweep/Measurement_4/Rot_0/IQsquared_L1_RX1_Meas4.txt
